,filename,committer,degree_sum,betweenness_sum,closeness_sum,clustering_sum,eigenvector_sum,pagerank_sum,hubs_sum,Number of Hubs,Updates,Developers,code churn,no_of_bugs
0,hazelcast-all/src/main/java/com/hazelcast/PlaceHolder.java,"['Chris Szmajda' 'Mesut Celik' 'Ali' 'Donnerbart' 'Talip Ozturk'
 'Peter Veentjer' 'enesakar' 'Mehmet Dogan' 'Fuad Malikov' 'Ali Gurbuz'
 'sancar']",72.9090909090909,0.0620883903227798,0.6664130963333791,0.4111151794980561,0.14955440546371385,0.02176738824817749,0.016199097598615944,7,12,11,115,0
1,hazelcast-all/src/main/java/com/hazelcast/impl/PlaceHolder.java,"['Talip Ozturk' 'enesakar' 'Mehmet Dogan' 'talip' 'Fuad Malikov' 'sancar'
 'Enes Akar' 'Ali Gurbuz']",70.25,0.0646284981364922,0.6598526984731102,0.3354077829039316,0.13646234906446736,0.02178606970927608,0.014781017009348496,5,15,8,118,0
2,hazelcast-build-utils/src/main/java/com/hazelcast/buildutils/ElementParser.java,"['Chris Szmajda' 'Mesut Celik' 'Ali' 'Donnerbart' 'Talip Ozturk' 'danny'
 'noctarius']",56.0,0.02360650448582017,0.6151312771407421,0.535737937024661,0.13403329569849814,0.015562656694979131,0.01451794098754129,4,11,7,701,0
3,hazelcast-build-utils/src/main/java/com/hazelcast/buildutils/HazelcastManifestTransformer.java,"['Chris Szmajda' 'Mesut Celik' 'Ali' 'Donnerbart' 'Talip Ozturk' 'sancar'
 'danny' 'noctarius']",59.375,0.025333831426454317,0.6237954230537048,0.5116740154960495,0.13948243489767229,0.016471134240580457,0.015108163470127266,5,22,8,2586,0
4,hazelcast-build-utils/src/main/java/com/hazelcast/buildutils/package-info.java,"['Chris Szmajda' 'Mesut Celik' 'Ali' 'Donnerbart' 'Talip Ozturk' 'danny'
 'noctarius']",56.0,0.02360650448582017,0.6151312771407421,0.535737937024661,0.13403329569849814,0.015562656694979131,0.01451794098754129,4,11,7,139,0
5,hazelcast-build-utils/src/test/java/com/hazelcast/buildutils/ExportPackageViewer.java,"['Chris Szmajda' 'Mesut Celik' 'Ali' 'Donnerbart' 'Talip Ozturk' 'danny'
 'noctarius']",56.0,0.02360650448582017,0.6151312771407421,0.535737937024661,0.13403329569849814,0.015562656694979131,0.01451794098754129,4,11,7,428,0
6,hazelcast-client-new/src/main/java/com/hazelcast/client/ClientExtension.java,['Chris Szmajda' 'Ali' 'serkanozal' 'Ahmet MIRCIK' 'Ubuntu'],53.8,0.01976732985904944,0.6113766062515567,0.6031575518972188,0.13204824820410016,0.014581983066411331,0.014302941078159829,2,6,5,224,0
7,hazelcast-client-new/src/main/java/com/hazelcast/client/ClientOutOfMemoryHandler.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,178,0
8,hazelcast-client-new/src/main/java/com/hazelcast/client/HazelcastClient.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,386,0
9,hazelcast-client-new/src/main/java/com/hazelcast/client/HazelcastClientNotActiveException.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,32,0
10,hazelcast-client-new/src/main/java/com/hazelcast/client/LoadBalancer.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,100,0
11,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxy.java,['Asım Arslan' 'sancar' 'Ali' 'serkanozal' 'Chris Szmajda' 'Ubuntu'],59.5,0.023870548306001958,0.6259993341732145,0.5470525214897667,0.14023619717882127,0.016281392759236502,0.015189813629209454,3,18,6,1074,6
12,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxyBase.java,['Asım Arslan' 'sancar' 'Chris Szmajda' 'Ali' 'serkanozal' 'Ubuntu'],59.5,0.023870548306001958,0.6259993341732145,0.5470525214897667,0.1402361971788212,0.016281392759236502,0.01518981362920945,3,15,6,694,3
13,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientInternalCacheProxy.java,"['Asım Arslan' 'sancar' 'Ali' 'serkanozal' 'Chris Szmajda' 'Enes Akar'
 'Emrah Kocaman' 'Ubuntu']",60.875,0.02620422678751487,0.6287390372517344,0.5293380711954168,0.14268918914657647,0.016766070810770542,0.015455512185422616,4,27,8,3083,5
14,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientCacheDistributedObject.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,78,0
15,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientCacheProxy.java,['Asım Arslan' 'sancar' 'Ali' 'serkanozal' 'Chris Szmajda' 'Ubuntu'],59.5,0.023870548306001958,0.6259993341732145,0.5470525214897667,0.14023619717882127,0.016281392759236502,0.015189813629209454,3,17,6,1240,6
16,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientClusterWideIterator.java,['Asım Arslan' 'sancar' 'Chris Szmajda' 'Ubuntu'],48.75,0.01352006625906214,0.5985228107836312,0.6366593059389769,0.1242418523148183,0.013359901135741472,0.013457388044832295,1,9,4,260,3
17,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCacheManager.java,"['Asım Arslan' 'sancar' 'serkanozal' 'Chris Szmajda' 'Emrah Kocaman'
 'Peter Veentjer' 'Ali' 'Ali Gurbuz' 'Mehmet Dogan' 'Ubuntu']",72.3,0.055344770751650466,0.6645941635011137,0.4642100327671199,0.15469433218540052,0.020824347814559226,0.016755839396785214,6,23,10,891,3
18,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCachingProvider.java,['Chris Szmajda' 'serkanozal' 'Ubuntu'],38.66666666666666,0.006467931889983596,0.5724168284420084,0.7297907066052227,0.1086073278057362,0.01040278440133312,0.011763941534212854,1,3,3,256,0
19,hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/package-info.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,44,0
20,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientAwsConfig.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,114,0
21,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientConfig.java,"['Chris Szmajda' 'Ali' 'Ahmet MIRCIK' 'Emrah Kocaman' 'Enes Akar'
 'serkanozal' 'Mesut Celik' 'bilalyasar' 'Peter Veentjer' 'Donnerbart'
 'Ubuntu']",59.09090909090909,0.029502054820793083,0.6246918566677467,0.5547871475631385,0.14018515369179074,0.016421946722247675,0.015184289587940419,5,11,11,1457,0
22,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientNetworkConfig.java,['Chris Szmajda' 'noctarius' 'Ubuntu'],39.333333333333336,0.006464365953158243,0.5741413042405582,0.7292155872801033,0.11089303746653774,0.01056814518717162,0.012011514890759169,1,3,3,576,0
23,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientProperties.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,380,0
24,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientSecurityConfig.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,94,0
25,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ClientXmlElements.java,"['Chris Szmajda' 'Ali' 'Ahmet MIRCIK' 'Jaromir Hamala' 'Mesut Celik'
 'bilalyasar' 'Peter Veentjer']",61.714285714285715,0.03435553372715463,0.6330077605452511,0.5468825925260377,0.1434457732614498,0.017257514243821114,0.015537458103578362,3,9,7,214,0
26,hazelcast-client-new/src/main/java/com/hazelcast/client/config/ProxyFactoryConfig.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,262,0
27,hazelcast-client-new/src/main/java/com/hazelcast/client/config/QueryCacheConfigBuilderHelper.java,['Chris Szmajda' 'Ali' 'Ahmet MIRCIK'],58.0,0.02649605144953647,0.6247849227179936,0.5929321973504594,0.13656337391080126,0.01585779135166084,0.014791990000340413,1,3,3,468,0
28,hazelcast-client-new/src/main/java/com/hazelcast/client/config/SocketOptions.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,292,0
29,hazelcast-client-new/src/main/java/com/hazelcast/client/config/XmlClientConfigBuilder.java,"['Chris Szmajda' 'Ali' 'Ahmet MIRCIK' 'Enes Akar' 'serkanozal'
 'Asım Arslan' 'Emrah Kocaman' 'noctarius' 'sancar' 'Mesut Celik'
 'bilalyasar' 'Peter Veentjer' 'Ubuntu']",62.615384615384606,0.030051805151216308,0.6328795486429915,0.5144487700996191,0.1458914982531025,0.017348560205838255,0.015802369985040164,7,18,13,1300,0
30,hazelcast-client-new/src/main/java/com/hazelcast/client/config/XmlClientConfigLocator.java,['Chris Szmajda' 'Jaromir Hamala' 'Peter Veentjer' 'bilalyasar' 'Ubuntu'],47.8,0.02500803047092001,0.5996639577775923,0.6706841690262658,0.12000705785921732,0.013555281928163326,0.012998693138624895,1,6,5,340,0
31,hazelcast-client-new/src/main/java/com/hazelcast/client/config/package-info.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,41,0
32,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/AddressProvider.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,80,0
33,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/AddressTranslator.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,98,0
34,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/Authenticator.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,76,0
35,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/ClientConnectionManager.java,['Chris Szmajda' 'Asım Arslan' 'sancar' 'Ubuntu'],48.75,0.01352006625906214,0.5985228107836311,0.6366593059389769,0.1242418523148183,0.013359901135741472,0.013457388044832295,1,4,4,187,0
36,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/Router.java,['Chris Szmajda' 'Asım Arslan' 'Ubuntu'],37.333333333333336,0.0055517150084517285,0.5698822662300267,0.7344702196533799,0.10644699998912728,0.010203042494392044,0.011529943777033362,0,4,3,90,0
37,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/AbstractClientSelectionHandler.java,['Peter Veentjer' 'Chris Szmajda' 'Ubuntu'],52.66666666666666,0.03903728188041603,0.6170184314594529,0.656387367282072,0.12234088043184238,0.015359679743049888,0.013251472702767879,1,4,3,180,1
38,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientConnection.java,['Chris Szmajda' 'Asım Arslan' 'sancar' 'Ali' 'serkanozal' 'Ubuntu'],59.5,0.023870548306001958,0.6259993341732144,0.5470525214897667,0.1402361971788212,0.016281392759236502,0.01518981362920945,3,9,6,581,0
39,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientConnectionManagerImpl.java,['Asım Arslan' 'sancar' 'Chris Szmajda' 'Ali' 'serkanozal' 'Ubuntu'],59.5,0.023870548306001958,0.6259993341732145,0.5470525214897667,0.1402361971788212,0.016281392759236502,0.01518981362920945,3,12,6,791,1
40,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientOutSelectorImpl.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,87,0
41,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientReadHandler.java,['Chris Szmajda' 'Asım Arslan' 'sancar' 'Ali' 'Mehmet Dogan' 'Ubuntu'],69.16666666666667,0.05964172705838721,0.6592302609525283,0.5009451912682411,0.14749333116123126,0.020239370057069238,0.015975859744409418,3,14,6,337,0
42,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientWriteHandler.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,274,0
43,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/package-info.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,41,0
44,hazelcast-client-new/src/main/java/com/hazelcast/client/connection/package-info.java,['Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],34.666666666666664,0.0024140588004301533,0.5626336155459549,0.7791447430916122,0.10540784104562427,0.009288540930797015,0.01141739110977485,0,4,3,41,0
45,hazelcast-client-new/src/main/java/com/hazelcast/client/console/ClientConsoleApp.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,3140,0
46,hazelcast-client-new/src/main/java/com/hazelcast/client/console/package-info.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,42,0
47,hazelcast-client-new/src/main/java/com/hazelcast/client/impl/ClientImpl.java,['Chris Szmajda' 'Ubuntu'],26.0,0.0009027375147241008,0.5443395283772982,0.8632872503840245,0.0858006917248055,0.007163242775379794,0.009293635769855322,0,2,2,102,0
48,hazelcast-client-new/src/main/java/com/hazelcast/client/impl/ClusterAuthenticator.java,['Asım Arslan' 'sancar' 'Chris Szmajda' 'Jaromir Hamala' 'Ubuntu'],49.4,0.011903393281618165,0.5986626066035587,0.6314993904525391,0.128317909789307,0.01339574835691947,0.013898890793788615,1,10,5,292,1
49,hazelcast-client-new/src/main/java/com/hazelcast/client/impl/DefaultClientExtension.java,['Chris Szmajda' 'Ali' 'serkanozal' 'Ahmet MIRCIK' 'Ubuntu'],53.8,0.01976732985904944,0.6113766062515567,0.6031575518972188,0.13204824820410016,0.014581983066411331,0.014302941078159829,2,6,5,269,0
50,hazelcast-client-new/src/main/java/com/hazelcast/client/impl/HazelcastClientInstanceImpl.java,"['Asım Arslan' 'sancar' 'Ali' 'Chris Szmajda' 'Ali Gurbuz' 'Mehmet Dogan'
 'Emrah Kocaman' 'noctarius' 'serkanozal' 'Ensar Basri Kahveci' 'Ubuntu'
 'Peter Veentjer' 'Emin Demirci']",68.15384615384616,0.04630432247370887,0.6515915694093161,0.4858930630691978,0.15008837290178614,0.019426846894897282,0.01625694656539192,8,22,13,1260,1
